text,processed_text,category
There was a transaction this morning that I'd like to reverse.,there was a transaction this morning that i d like to reverse,cancel_transfer
What do I have to do to cancel a transfer?,what do i have to do to cancel a transfer,cancel_transfer
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",i wanted to transfer money to another account but now i don t have to so i d like to cancel said transfer how can i do that,cancel_transfer
please cancel the transaction,please cancel the transaction,cancel_transfer
What is the max amount of top-ups?,what is the max amount of top ups,top_up_limits
Are top-ups unlimited?,are top ups unlimited,top_up_limits
Can I increase my top-up maximum?,can i increase my top up maximum,top_up_limits
Can I top-up any amount?,can i top up any amount,top_up_limits
What's the limit to how much I can top up?,what s the limit to how much i can top up,top_up_limits
Would I be able to top up as much as I can?,would i be able to top up as much as i can,top_up_limits
Do I have a limit to the number of top-ups per day?,do i have a limit to the number of top ups per day,top_up_limits
need to know if there is a maximum i can top up,need to know if there is a maximum i can top up,top_up_limits
How many top-ups am I allowed to do?,how many top ups am i allowed to do,top_up_limits
How much is ok for me to top up with?,how much is ok for me to top up with,top_up_limits
What is the maximum I can top up?,what is the maximum i can top up,top_up_limits
what is the most money i can top up?,what is the most money i can top up,top_up_limits
Are there any top-up limits?,are there any top up limits,top_up_limits
Is there a limit to the top-ups someone can do?,is there a limit to the top ups someone can do,top_up_limits
What is the greatest number of times that I can top-up?,what is the greatest number of times that i can top up,top_up_limits
Tell me if there is a limit to top-up.,tell me if there is a limit to top up,top_up_limits
Is there a top-up limit that I have to stay under during a given period of time?,is there a top up limit that i have to stay under during a given period of time,top_up_limits
How much am I allowed to top-up?,how much am i allowed to top up,top_up_limits
Is there a limit on how much I can top up?,is there a limit on how much i can top up,top_up_limits
Is there a limit to how much I can top-up?,is there a limit to how much i can top up,top_up_limits
Is there a limit for the amount I can top up?,is there a limit for the amount i can top up,top_up_limits
what is the limit for top-ups?,what is the limit for top ups,top_up_limits
How much can I top up in a day?,how much can i top up in a day,top_up_limits
Do top-ups have limits?,do top ups have limits,top_up_limits
Is there a limit to how much I can top up?,is there a limit to how much i can top up,top_up_limits
Please tell me the limit to topping-up.,please tell me the limit to topping up,top_up_limits
Do top-up limits exist?,do top up limits exist,top_up_limits
I would like to know how much I can top-up.,i would like to know how much i can top up,top_up_limits
Whats the limit on my top up,whats the limit on my top up,top_up_limits
Are there any top-up limits that I must follow?,are there any top up limits that i must follow,top_up_limits
Can I top-up any amount I wish on any given day?,can i top up any amount i wish on any given day,top_up_limits
Is topping up unlimited?,is topping up unlimited,top_up_limits
What is the highest amount of top ups I'm allowed?,what is the highest amount of top ups i m allowed,top_up_limits
is there a limit for top up?,is there a limit for top up,top_up_limits
Can I set my own top-up limit?,can i set my own top up limit,top_up_limits
What are the rules for a top-up?,what are the rules for a top up,top_up_limits
How often can I top up?,how often can i top up,top_up_limits
What is the highest amount I can top-up?,what is the highest amount i can top up,top_up_limits
What is the most that I can top-up to a card?,what is the most that i can top up to a card,top_up_limits
What limits are the to top-ups?,what limits are the to top ups,top_up_limits
How many times can I make a top-up?,how many times can i make a top up,top_up_limits
Whats the max I can top up,whats the max i can top up,top_up_limits
What is the maximum top up?,what is the maximum top up,top_up_limits
What is the top-up limit for my card?,what is the top up limit for my card,top_up_limits
Tell me if there is a top-up limit.,tell me if there is a top up limit,top_up_limits
What number of times can I top-up?,what number of times can i top up,top_up_limits
is there a limit to top up,is there a limit to top up,top_up_limits
What's the maximum amount I can top up my card with please?,what s the maximum amount i can top up my card with please,top_up_limits
How can I information on my limit for top-ups?,how can i information on my limit for top ups,top_up_limits
It seems I need to get information on limits for top-ups.,it seems i need to get information on limits for top ups,top_up_limits
Are there any top-up limits involved?,are there any top up limits involved,top_up_limits
What is my top-up limit?,what is my top up limit,top_up_limits
Are there limits with top-up?,are there limits with top up,top_up_limits
What is the max top-up?,what is the max top up,top_up_limits
What is your maximum top up limit per day?,what is your maximum top up limit per day,top_up_limits
"I need to add a serious amount of cash to my card, how do I do that?",i need to add a serious amount of cash to my card how do i do that,top_up_limits
Tell me about the limit for top ups.,tell me about the limit for top ups,top_up_limits
Is there a limit to my top-up?,is there a limit to my top up,top_up_limits
Is there a topping up limit?,is there a topping up limit,top_up_limits
Can I create my own top-up limit?,can i create my own top up limit,top_up_limits
Can I top up?,can i top up,top_up_limits
How much could I top up?,how much could i top up,top_up_limits
How many top-ups can be approved?,how many top ups can be approved,top_up_limits
What is the top-up limit?,what is the top up limit,top_up_limits
Do you limit my top-offs?,do you limit my top offs,top_up_limits
Is the top-up amount unlimited?,is the top up amount unlimited,top_up_limits
How many top-ups can I use?,how many top ups can i use,top_up_limits
Is there a maximum for top-ups?,is there a maximum for top ups,top_up_limits
Will you set a limit to my top-up?,will you set a limit to my top up,top_up_limits
Is there a top-up limit?,is there a top up limit,top_up_limits
How often am I able to top-up?,how often am i able to top up,top_up_limits
Can someone please tell me how much I can top-up?,can someone please tell me how much i can top up,top_up_limits
What is the maximum for top-ups?,what is the maximum for top ups,top_up_limits
Do you have any top-up limits?,do you have any top up limits,top_up_limits
Do top-ups have a limit?,do top ups have a limit,top_up_limits
Can I top up any amount?,can i top up any amount,top_up_limits
Can I use as many top-ups as I want?,can i use as many top ups as i want,top_up_limits
Do I need to use a limit on top-ups?,do i need to use a limit on top ups,top_up_limits
What amount can I top-up?,what amount can i top up,top_up_limits
Can you tell me the limit for top ups?,can you tell me the limit for top ups,top_up_limits
I need someone to assist me with explaining how much I can top-up.,i need someone to assist me with explaining how much i can top up,top_up_limits
What is the most I can top-up?,what is the most i can top up,top_up_limits
Is there a limit for top ups?,is there a limit for top ups,top_up_limits
What is the max I can top up?,what is the max i can top up,top_up_limits
How often can I top up my account?,how often can i top up my account,top_up_limits
What's the amount that I can top-up?,what s the amount that i can top up,top_up_limits
Do you limit my top-ups?,do you limit my top ups,top_up_limits
is there a limit on top ups,is there a limit on top ups,top_up_limits
What is the top-up limit on my cards?,what is the top up limit on my cards,top_up_limits
What's my limit for topping up?,what s my limit for topping up,top_up_limits
what are limits to top up,what are limits to top up,top_up_limits
Is there any amount in which I would get cut off from topping up?,is there any amount in which i would get cut off from topping up,top_up_limits
How much is the limit for top-ups?,how much is the limit for top ups,top_up_limits
How much can I top up on my card?,how much can i top up on my card,top_up_limits
limits on top ups,limits on top ups,top_up_limits
What is the daily limit on my card?,what is the daily limit on my card,top_up_limits
What's the top-up limit?,what s the top up limit,top_up_limits
Why did I only receive a partial amount of what I tried to withdraw?,why did i only receive a partial amount of what i tried to withdraw,wrong_amount_of_cash_received
my atm transaction was wrong,my atm transaction was wrong,wrong_amount_of_cash_received
why did i only get 20.00,why did i only get,wrong_amount_of_cash_received
Why is my cash request and the amount I received different?,why is my cash request and the amount i received different,wrong_amount_of_cash_received
"I tried to withdraw $100, all it gave me was $20.",i tried to withdraw all it gave me was,wrong_amount_of_cash_received
The ATM didn't give me enough money.,the atm didn t give me enough money,wrong_amount_of_cash_received
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,when i went to withdraw cash today the atm gave me the wrong amount of cash the app is showing a larger amount,wrong_amount_of_cash_received
I didn't get the all the cash i wanted from the atm,i didn t get the all the cash i wanted from the atm,wrong_amount_of_cash_received
I received $20 but I entered $100,i received but i entered,wrong_amount_of_cash_received
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",hi i used an atm today to take money out of my account but the amount it gave me is not the amount i requested what should i do,wrong_amount_of_cash_received
Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,did a wd earlier at an atm the amount showing in the app is more than i got though,wrong_amount_of_cash_received
I didn't get the correct amount of money from the ATM machine,i didn t get the correct amount of money from the atm machine,wrong_amount_of_cash_received
Some cash was missing at ATM.,some cash was missing at atm,wrong_amount_of_cash_received
I didn't get all the cash I asked for,i didn t get all the cash i asked for,wrong_amount_of_cash_received
I tried to withdraw $100 but only got $20. What happened?,i tried to withdraw but only got what happened,wrong_amount_of_cash_received
how come when i asked for 100 it only gave me 20.00 in the app,how come when i asked for it only gave me in the app,wrong_amount_of_cash_received
Asked for $100 but only got $20. Why would this happen?,asked for but only got why would this happen,wrong_amount_of_cash_received
I wanted to withdraw $100 from the ATM but I only got $20,i wanted to withdraw from the atm but i only got,wrong_amount_of_cash_received
I got less money than I asked for.,i got less money than i asked for,wrong_amount_of_cash_received
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",hi please help me to request cash back as i have been withdrawn money from atm but i got wrong amount in application its showing the amount i have been charged through,wrong_amount_of_cash_received
The cash I wanted wasn't there.,the cash i wanted wasn t there,wrong_amount_of_cash_received
I requested a higher amount for my cash withdrawal,i requested a higher amount for my cash withdrawal,wrong_amount_of_cash_received
The amount of cash I received did not match the amount I requested,the amount of cash i received did not match the amount i requested,wrong_amount_of_cash_received
The ATM didn't give me the full requested amount,the atm didn t give me the full requested amount,wrong_amount_of_cash_received
The amount of cash I received was not the full amount,the amount of cash i received was not the full amount,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,how can i request cash back the atm just gave me the wrong amount that i ve been charged though,wrong_amount_of_cash_received
I was only given $20 after trying to withdraw $100,i was only given after trying to withdraw,wrong_amount_of_cash_received
I received less cash than the amount I specified in the ATM.,i received less cash than the amount i specified in the atm,wrong_amount_of_cash_received
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,i went tot the atm earlier today and didn t realize this till now but i did not get all the money i requested i believe my account was charged for but i only got is there any way we can solve this problem,wrong_amount_of_cash_received
I got less cash than what I specified at the ATM.,i got less cash than what i specified at the atm,wrong_amount_of_cash_received
Why did I not get the amount of money I requested?,why did i not get the amount of money i requested,wrong_amount_of_cash_received
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,i m at the atm right now and it only allowed me to withdraw pounds instead of my requested what s going on how can i fix this,wrong_amount_of_cash_received
I got $20 when I should've gotten $100,i got when i should ve gotten,wrong_amount_of_cash_received
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,how can i request cash back the atm gave me the wrong amount that i ve been charged though,wrong_amount_of_cash_received
I didn't receive the amount of cash I requested for the ATM.,i didn t receive the amount of cash i requested for the atm,wrong_amount_of_cash_received
my cash balance less than what I thought,my cash balance less than what i thought,wrong_amount_of_cash_received
It didn't give me my cash,it didn t give me my cash,wrong_amount_of_cash_received
It kept my cash,it kept my cash,wrong_amount_of_cash_received
I only got $20 of the $100 that I attempted to withdraw.,i only got of the that i attempted to withdraw,wrong_amount_of_cash_received
"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",hi i draw out some money from the atm today the atm has given me wrong amount and the application is displaying more amount than i withdraw,wrong_amount_of_cash_received
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,i tried taking out pounds from the atm just now and it only gave me why would it do that i need the pounds now,wrong_amount_of_cash_received
"HELP! I tried to get cash and it gave me some, but not the right amount!",help i tried to get cash and it gave me some but not the right amount,wrong_amount_of_cash_received
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",i am calling because the atm didn t give me the right amount of cash but my app shows the actual amount i wanted to withdraw what should i do to get my money back,wrong_amount_of_cash_received
Why didn't I receive the right amount of cash?,why didn t i receive the right amount of cash,wrong_amount_of_cash_received
Why didn't I receive the right amount of cash at the ATM?,why didn t i receive the right amount of cash at the atm,wrong_amount_of_cash_received
I received the wrong amount of cash back,i received the wrong amount of cash back,wrong_amount_of_cash_received
Why did I only get $20 now the full amount I wanted?,why did i only get now the full amount i wanted,wrong_amount_of_cash_received
The amount of cash I selected to withdraw is different than what I received.,the amount of cash i selected to withdraw is different than what i received,wrong_amount_of_cash_received
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,what do i need to do to get cash back the atm gave me the wrong amount that i requested but the app is showing the amount to be correct,wrong_amount_of_cash_received
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,what do i need to do to request cash back the atm actually just gave me the wrong amount the app i actually chose the right amount,wrong_amount_of_cash_received
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,i was just giving the wrong amount by the atm how do i request cash back at this point the app is showing the amount that i actually requested even though that s not what i got,wrong_amount_of_cash_received
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",i normally don t use atms but i was in a rush today and had to withdraw some cash the atm gave me the wrong amount of money and now my app is not showing the same amount as it should what do i do,wrong_amount_of_cash_received
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,i received incorrect amount of cash from an atm today it was more than i wanted what do i do now,wrong_amount_of_cash_received
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,atm is broken it did not give me the full amount pounds i m standing here with only pounds and it s telling me it gave me pounds i need assistance now,wrong_amount_of_cash_received
Why didn't the ATM give me all my money,why didn t the atm give me all my money,wrong_amount_of_cash_received
I did not get the right amount of cash from the ATM.,i did not get the right amount of cash from the atm,wrong_amount_of_cash_received
Why did I get less from the ATM?,why did i get less from the atm,wrong_amount_of_cash_received
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,the atm only gave me pounds when i withdrew what do i do,wrong_amount_of_cash_received
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,machines make mistakes too the atm gave me the wrong amount of money too much,wrong_amount_of_cash_received
I could only take the amount of money that was available to me which was less then I expected.,i could only take the amount of money that was available to me which was less then i expected,wrong_amount_of_cash_received
I was given less cash then I wanted.,i was given less cash then i wanted,wrong_amount_of_cash_received
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",hello i didn t receive the right amount on my atm transaction the app shows the correct amount how can we fix this,wrong_amount_of_cash_received
I did not receive my full withdrawal amount,i did not receive my full withdrawal amount,wrong_amount_of_cash_received
I received a different amount of cash than what I entered.,i received a different amount of cash than what i entered,wrong_amount_of_cash_received
"I only received $20, but I requested $100.",i only received but i requested,wrong_amount_of_cash_received
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",help your app is showing a larger wd than i actually did earlier at an atm,wrong_amount_of_cash_received
"I think something went wrong, I didn't get the right amount.",i think something went wrong i didn t get the right amount,wrong_amount_of_cash_received
What do I do if I got the wrong amount at the ATM?,what do i do if i got the wrong amount at the atm,wrong_amount_of_cash_received
I did not receive the right amount of cash I requested,i did not receive the right amount of cash i requested,wrong_amount_of_cash_received
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,i attempted to withdraw some money from an atm this morning and received the wrong amount your app says i have enough money available in the account can someone tell me what s wrong,wrong_amount_of_cash_received
What happens if the ATM doesn't give the right amount of money?,what happens if the atm doesn t give the right amount of money,wrong_amount_of_cash_received
I asked for more cash than what was received,i asked for more cash than what was received,wrong_amount_of_cash_received
Why can't I take $100 out,why can t i take out,wrong_amount_of_cash_received
I requested $100 but only got $20,i requested but only got,wrong_amount_of_cash_received
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",i took out cash from the atm but something must have went wrong my account shows the correct amount of cash i took out but the atm didn t give me that amount how do i get my money back,wrong_amount_of_cash_received
I tried withdrawing but my cash is not showing up?,i tried withdrawing but my cash is not showing up,wrong_amount_of_cash_received
I was not able to receive the correct amount of cash.,i was not able to receive the correct amount of cash,wrong_amount_of_cash_received
I didn't receive the correct amount of cash,i didn t receive the correct amount of cash,wrong_amount_of_cash_received
I did not get enough cash,i did not get enough cash,wrong_amount_of_cash_received
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",i tried to withdraw some money from an atm this morning but wasn t able to get the amount of cash i needed the amount in the app says what i was trying to withdraw was deducted but i don t have any money what do i do about this,wrong_amount_of_cash_received
The ATM is showing it gave me the money I requested but I didn't get that amount.,the atm is showing it gave me the money i requested but i didn t get that amount,wrong_amount_of_cash_received
The correct amount of cash was not received.,the correct amount of cash was not received,wrong_amount_of_cash_received
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,i am so angry right now i went to the atm and did not get the correct amount of money i chose to withdraw how could this happen i need my money and want to know how i can get it asap,wrong_amount_of_cash_received
I was given the wrong amount of cash,i was given the wrong amount of cash,wrong_amount_of_cash_received
The atm didn't give me all my cash,the atm didn t give me all my cash,wrong_amount_of_cash_received
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",why did i not get all the money that i asked for i asked for all the cash in my my account but i only got about half why is that,wrong_amount_of_cash_received
I did not ask for the amount of cash that I received.,i did not ask for the amount of cash that i received,wrong_amount_of_cash_received
Got only $20 when I tried to withdraw $100.,got only when i tried to withdraw,wrong_amount_of_cash_received
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,the app is showing that i received alot more money than i actually received from the atm this occurred earlier today,wrong_amount_of_cash_received
The ATM gave me less cash than requested,the atm gave me less cash than requested,wrong_amount_of_cash_received
Why didn't I receive all the cash I requested?,why didn t i receive all the cash i requested,wrong_amount_of_cash_received
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,i tried to withdraw pounds but only came out did you steal my money,wrong_amount_of_cash_received
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,yikes i didn t get the amount of money that i requested what do i do now,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,how can i request cash back the atm just gave me a different amount than what i ve been charged though,wrong_amount_of_cash_received
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,i selected to withdrawal pounds but only received i m still standing in front of the atm the app shows i took out pounds also how do i fix this,wrong_amount_of_cash_received
My cash received does not match what has been requested,my cash received does not match what has been requested,wrong_amount_of_cash_received
I was not given the amount of cash I withdrew,i was not given the amount of cash i withdrew,wrong_amount_of_cash_received
I was not distributed all of cash that I requested,i was not distributed all of cash that i requested,wrong_amount_of_cash_received
The machine gave me the wrong amount of cash.,the machine gave me the wrong amount of cash,wrong_amount_of_cash_received
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",i asked for a certain amount of money from the atm but it gave me a different amount less than what i asked for,wrong_amount_of_cash_received
"I asked for $40 and I only received $20, what happened?",i asked for and i only received what happened,wrong_amount_of_cash_received
Why didn't I get the amount I requested at the ATM?,why didn t i get the amount i requested at the atm,wrong_amount_of_cash_received
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,the atm didn t give me enough money i asked for more than it gave what do i do,wrong_amount_of_cash_received
I received the wrong amount of cash.,i received the wrong amount of cash,wrong_amount_of_cash_received
I haven't received my cash yet.,i haven t received my cash yet,wrong_amount_of_cash_received
I did not get all the cash at ATM.,i did not get all the cash at atm,wrong_amount_of_cash_received
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",if the atm only gave me pounds instead of the i requested what do i do,wrong_amount_of_cash_received
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,earlier today i took money out the atm after checking the app the amount is so much higher than the amount i received,wrong_amount_of_cash_received
Why did I get less cash than what I asked in the ATM?,why did i get less cash than what i asked in the atm,wrong_amount_of_cash_received
My cash withdrawal was short.,my cash withdrawal was short,wrong_amount_of_cash_received
I was not distributed the correct amount of cash that I asked for,i was not distributed the correct amount of cash that i asked for,wrong_amount_of_cash_received
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,the atm shows a withdraw of the amount of money i requested but i didn t revieve that amount in cash,wrong_amount_of_cash_received
"When I went to $100, all the machine would give me was $20.",when i went to all the machine would give me was,wrong_amount_of_cash_received
What happens if the ATM gives me the wrong amount of money?,what happens if the atm gives me the wrong amount of money,wrong_amount_of_cash_received
i did not get any money but still was charged,i did not get any money but still was charged,wrong_amount_of_cash_received
You shorted me money when I tried to make a withdrawal.,you shorted me money when i tried to make a withdrawal,wrong_amount_of_cash_received
i asked for 100 only got 80,i asked for only got,wrong_amount_of_cash_received
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",i got some cash at an atm earlier but now app is showing that i withdrew more than i did help,wrong_amount_of_cash_received
Cash withdrawal was incorrect at ATM.,cash withdrawal was incorrect at atm,wrong_amount_of_cash_received
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",i withdrew money from an atm today and now my account is showing a different amount than what i withdrew i checked the amount the atm gave me and it looks like it gave me the wrong amount of money what is the best thin for me to do to get this fixed,wrong_amount_of_cash_received
Why did the ATM give me less money than what I requested?,why did the atm give me less money than what i requested,wrong_amount_of_cash_received
I did not receive the right amount of cash.,i did not receive the right amount of cash,wrong_amount_of_cash_received
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,how can we correct a mistake on an atm transaction the app shows what i should have gotten,wrong_amount_of_cash_received
Why did I not get the amount I specified at the ATM?,why did i not get the amount i specified at the atm,wrong_amount_of_cash_received
The ATM didn't give me what I asked for but my balance says it did,the atm didn t give me what i asked for but my balance says it did,wrong_amount_of_cash_received
I got less cash than what I specified for through the ATM.,i got less cash than what i specified for through the atm,wrong_amount_of_cash_received
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,what happened i asked for pounds at your atm and only go the machine lied about it too it said i received the full pounds someone better help me asap on this,wrong_amount_of_cash_received
A wrong amount of cash we sent to me.,a wrong amount of cash we sent to me,wrong_amount_of_cash_received
"I took out money, and didn't get all of it.",i took out money and didn t get all of it,wrong_amount_of_cash_received
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,how can i get cash back the atm just gave me the wrong amount that i ve been actually charged though,wrong_amount_of_cash_received
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",please help me with the amount that i have withdrawn from the atm today the atm has given me wrong sum of amount and i could see that the app is displaying the greater amount than taken out,wrong_amount_of_cash_received
I withdrew $100 but only received $20,i withdrew but only received,wrong_amount_of_cash_received
I requested money from the ATM and it didn't give me as much as I requested.,i requested money from the atm and it didn t give me as much as i requested,wrong_amount_of_cash_received
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",hey i am standing in front of an atm here it only gave me pounds even though i wanted to withdraw seems like the app has pounds what do i do,wrong_amount_of_cash_received
$20 came out instead of $100,came out instead of,wrong_amount_of_cash_received
How can I fix this? The ATM gave me more cash than I'd asked for.,how can i fix this the atm gave me more cash than i d asked for,wrong_amount_of_cash_received
I could not get the cash I wanted,i could not get the cash i wanted,wrong_amount_of_cash_received
I wanted to take out $100 but I only got $20.,i wanted to take out but i only got,wrong_amount_of_cash_received
"Help, the ATM didn't give me all the money I requested",help the atm didn t give me all the money i requested,wrong_amount_of_cash_received
The cash I asked for still hasn't been received,the cash i asked for still hasn t been received,wrong_amount_of_cash_received
I wanted $100 but only got $20,i wanted but only got,wrong_amount_of_cash_received
The ATM didn't give me the amount I asked for,the atm didn t give me the amount i asked for,wrong_amount_of_cash_received
Where'd the rest of my cash go from the ATM,where d the rest of my cash go from the atm,wrong_amount_of_cash_received
I got less cash at the ATM than I asked for. Why?,i got less cash at the atm than i asked for why,wrong_amount_of_cash_received
There was a limited amount of money available at the time of my transaction.,there was a limited amount of money available at the time of my transaction,wrong_amount_of_cash_received
My cash withdrawal was not entirely complete,my cash withdrawal was not entirely complete,wrong_amount_of_cash_received
The atm didn'y give me all the cash,the atm didn y give me all the cash,wrong_amount_of_cash_received
The ATM is messed up. It gave me less than I wanted.,the atm is messed up it gave me less than i wanted,wrong_amount_of_cash_received
I received the wrong amount of cash from the ATM. Can you help?,i received the wrong amount of cash from the atm can you help,wrong_amount_of_cash_received
ATM only gave me $20 instead of $100,atm only gave me instead of,wrong_amount_of_cash_received
I was only given $20 when I tried to get $100,i was only given when i tried to get,wrong_amount_of_cash_received
I needed $100 but all it gave me was $20.,i needed but all it gave me was,wrong_amount_of_cash_received
I tried pulling out money at the ATM and it gave me an incorrect amount back.,i tried pulling out money at the atm and it gave me an incorrect amount back,wrong_amount_of_cash_received
Why did I only get $20 when I asked for $100?,why did i only get when i asked for,wrong_amount_of_cash_received
The amount of cash i have received is not correct.,the amount of cash i have received is not correct,wrong_amount_of_cash_received
How can I get my money that I didn't get from the ATM?,how can i get my money that i didn t get from the atm,wrong_amount_of_cash_received
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",hi today i have withdrawn cash from atm but i got wrong amount and in the app it is showing much more amount than that,wrong_amount_of_cash_received
I didn't get all the money I asked for,i didn t get all the money i asked for,wrong_amount_of_cash_received
The ATM did not give me as much cash as I requested.,the atm did not give me as much cash as i requested,wrong_amount_of_cash_received
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,how can i request cash back the atm just gave me a different amount than what i ve been actually charged though,wrong_amount_of_cash_received
Why is my withdrawal wrong? I took out $100 but only received $20.,why is my withdrawal wrong i took out but only received,wrong_amount_of_cash_received
I asked for cash but I did not receive all the funds,i asked for cash but i did not receive all the funds,wrong_amount_of_cash_received
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,the atm i m standing in front of only gave me pounds rather than the pounds i wanted the app shows i took out pounds also what do i need to do to fix this,wrong_amount_of_cash_received
I only got some of the cash I requested from the ATM,i only got some of the cash i requested from the atm,wrong_amount_of_cash_received
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",i am at the atm and tried to withdraw pounds and it only gave me pounds what do i do,wrong_amount_of_cash_received
I got the incorrect amount of money given to me from my account,i got the incorrect amount of money given to me from my account,wrong_amount_of_cash_received
I did not receive the correct amount of cash.,i did not receive the correct amount of cash,wrong_amount_of_cash_received
I did not receive all of my cash back,i did not receive all of my cash back,wrong_amount_of_cash_received
I got some cash but it wasn't the right amount.,i got some cash but it wasn t the right amount,wrong_amount_of_cash_received
Can you explain why the ATM is giving me less money than what I asked for?,can you explain why the atm is giving me less money than what i asked for,wrong_amount_of_cash_received
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,i tried to withdraw pounds but it only gave me where is the rest of my money,wrong_amount_of_cash_received
I visited the ATM but got less money than what I requested. Why?,i visited the atm but got less money than what i requested why,wrong_amount_of_cash_received
I couldn't get the money I needed.,i couldn t get the money i needed,wrong_amount_of_cash_received
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,who should i contact if the amount of my withdrawal doesn t correspond to the amount that i tried to take out of my account,wrong_amount_of_cash_received
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,i made an atm withdraw it didn t give me the amount i asked for but is showing a withdraw for that amount,wrong_amount_of_cash_received
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,so i just went to the atm to get some cash i input that i needed pounds but i only got i have the receipt and i am in need of the extra money how do i go about obtaining the missing amount,wrong_amount_of_cash_received
The amount of money I pushed at the atm machine did not come out of the machine.,the amount of money i pushed at the atm machine did not come out of the machine,wrong_amount_of_cash_received
